class,order,family,type.status,distribution,record.status,number,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,canonical
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",136,Ctenophthalmus,(Euctenophthalmus),levanticus,NA,"Lewis, 1964,",Ctenophthalmus levanticus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",137,Ctenophthalmus,(Euctenophthalmus),orientalis,NA,"Wagner, 1898,",Ctenophthalmus orientalis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",138,Ctenophthalmus,(Euctenophthalmus),pollex,NA,"Wagner & Ioff, 1926,",Ctenophthalmus pollex
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",139,Ctenophthalmus,(Euctenophthalmus),savii,NA,",",Ctenophthalmus savii
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",140,Ctenophthalmus,(Euctenophthalmus),uncinatus,NA,",",Ctenophthalmus uncinatus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",141,Ctenophthalmus,(Idioctenophthalmus),hopkinsi,hopkinsi,"Hubbard, 1963,",Ctenophthalmus hopkinsi hopkinsi
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",142,Ctenophthalmus,(Idioctenophthalmus),hopkinsi,smiti,"Hubbard, 1967,",Ctenophthalmus hopkinsi smiti
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",143,Ctenophthalmus,(Idioctenophthalmus),particularis,NA,"Berteaux, 1949,",Ctenophthalmus particularis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",144,Ctenophthalmus,(Medioctenophthalmus),costai,NA,"Lewis, 1970,",Ctenophthalmus costai
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",145,Ctenophthalmus,(Medioctenophthalmus),orphilus,dolomiticus,"Jordan, 1928,",Ctenophthalmus orphilus dolomiticus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",146,Ctenophthalmus,(Metactenophthalmus),wagneri,wagneri,"Tiflov, 1928,",Ctenophthalmus wagneri wagneri
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",147,Ctenophthalmus,(Spalacoctenophthalmus),spalacis,NA,"Jordan & Rothschild, 1911,",Ctenophthalmus spalacis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",148,Delotelis,NA,telegoni,NA,"Rothschild, 1905,",Delotelis telegoni
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",149,Dinopsyllus,(Dinopsyllus),brachypecten,NA,"Smit, 1951,",Dinopsyllus brachypecten
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",150,Dinopsyllus,(Dinopsyllus),echinus,NA,"Jordan & Rothschild, 1913,",Dinopsyllus echinus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",151,Dinopsyllus,(Dinopsyllus),grypurus,NA,"Jordan & Rothschild, 1913,",Dinopsyllus grypurus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",152,Dinopsyllus,(Dinopsyllus),longifrons,NA,"Jordan & Rothschild, 1913,",Dinopsyllus longifrons
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",153,Dinopsyllus,(Dinopsyllus),pringlei,NA,"Hubbard, 1963,",Dinopsyllus pringlei
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",154,Dinopsyllus,(Dinopsyllus),tenax,NA,"Jordan, 1930,",Dinopsyllus tenax
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",155,Dinopsyllus,(Dinopsyllus),titan,NA,"Hubbard, 1963,",Dinopsyllus titan
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",156,Doratopsylla,NA,coreana,coreana,"Darskaya, 1949,",Doratopsylla coreana coreana
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",157,Doratopsylla,NA,dasycnema,cuspis,"Rothschild, 1915,",Doratopsylla dasycnema cuspis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",158,Doratopsylla,NA,dasycnema,NA,",",Doratopsylla dasycnema
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",160,Epitedia,NA,faceta,NA,"Rothschild, 1915,",Epitedia faceta
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",161,Epitedia,NA,stanfordi,NA,"Traub, 1944,",Epitedia stanfordi
Insecta,Siphonaptera,Hystrichopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",162,Epitedia,NA,stewarti,NA,"Hubbard, 1940,",Epitedia stewarti
Insecta,Siphonaptera,Stephanocircidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",164,Stephanocircus,NA,pectinipes,NA,"Rothschild, 1915,",Stephanocircus pectinipes
Insecta,Siphonaptera,Stephanocircidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",165,Stephanocircus,NA,simsoni,NA,"Rothschild, 1905,",Stephanocircus simsoni
Insecta,Siphonaptera,Coptopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",166,Coptopsylla,NA,lamellifer,lamellifer,"Wagner, 1895,",Coptopsylla lamellifer lamellifer
Insecta,Siphonaptera,Rhopalopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",167,Ectinorus,(Ectinorus),pearsoni,NA,"Johnson, 1957,",Ectinorus pearsoni
Insecta,Siphonaptera,Rhopalopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",168,Parapsyllus,NA,longicornis,NA,",",Parapsyllus longicornis
Insecta,Siphonaptera,Rhopalopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",169,Polygenis,(Polygenis),roberti,trapidoi,"Mendez, 1977,",Polygenis roberti trapidoi
Insecta,Siphonaptera,Rhopalopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",170,Rhopalopsyllus,NA,australis,tamoyus,"Jordan & Rothschild, 1923,",Rhopalopsyllus australis tamoyus
Insecta,Siphonaptera,Pygiopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",173,Acanthopsylla,NA,rothschildi,rothschildi,"Rainbow, 1905,",Acanthopsylla rothschildi rothschildi
Insecta,Siphonaptera,Pygiopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",174,Bibikovana,NA,rainbowi,rainbowi,"Rothschild, 1908,",Bibikovana rainbowi rainbowi
Insecta,Siphonaptera,Pygiopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",175,Bibikovana,NA,tiptoni,NA,"Traub, 1957,",Bibikovana tiptoni
Insecta,Siphonaptera,Stivaliidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",176,Aviostivalius,NA,klossi,klossi,"Jordan & Rothschild, 1922,",Aviostivalius klossi klossi
Insecta,Siphonaptera,Stivaliidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",177,Stivalius,NA,aporus,aporus,"Jordan & Rothschild, 1922,",Stivalius aporus aporus
Insecta,Siphonaptera,Ischnopsyllidae,NA,,"Reviewed, 2011, Submitted by F. Shockley, SI.",178,Ptilopsylla,NA,leptina,NA,",",Ptilopsylla leptina
Insecta,Siphonaptera,Pulicidae,NA,Afghanistan; Botswana; Burkina Faso; Egypt; Gambia; Ghana; Iran; Iraq; Ivory Coast; Libya; Mauritania; Morocco; Nigeria; Senegal; Sudan; Tanzania; Uganda; Yemen,"Reviewed, 2011, Submitted by F. Shockley, SI.",179,Xenopsylla,NA,nubica,NA,"Rothschild, 1903,",Xenopsylla nubica
Insecta,Siphonaptera,Pulicidae,NA,Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",180,Xenopsylla,NA,georhychi,NA,"Fox, 1914,",Xenopsylla georhychi
Insecta,Siphonaptera,Pulicidae,NA,Algeria; Burkina Faso; Egypt; India; Iran; Iraq; Libya; Mauritania; Nigeria; Pakistan; Senegal; Sudan; Yemen,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",181,Synosternus,NA,pallidus,NA,",",Synosternus pallidus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Algeria; Morocco; Turkey,"Reviewed, 2011, Submitted by F. Shockley, SI.",182,Stenoponia,NA,tripectinata,tripectinata,"Tiraboschi, 1902,",Stenoponia tripectinata tripectinata
Insecta,Siphonaptera,Pulicidae,NA,Algeria; Egypt; Ghana; Iran; Iraq; Libya; Mauritania; Pakistan; Peru; Sudan,"Reviewed, 2011, Submitted by F. Shockley, SI.",183,Synosternus,NA,cleopatrae,NA,",",Synosternus cleopatrae
Insecta,Siphonaptera,Pulicidae,NA,"Angola; Argentina; Australia; Bahamas; Barbados; Bolivia; Brazil; Burma; Chile; China; Coast of Africa; Colombia; Costa Rica; Cuba; Dominican Republic; Egypt; Ethiopia; Federated States of Micronesia (Caroline Islands); France (French Polynesia); Germany; Guatemala; United States (Alabama, Arizona, Arkansas, California, Connecticut, District of Columbia, Florida, Georgia, Guam, Hawaii, Illinois, Indiana, Iowa, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Missouri, Nebraska, New Jersey, New York, North Carolina, Ohio, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Washington, West Virginia); West Indies","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",184,Ctenocephalides,NA,felis,NA,"Bouche,",Ctenocephalides felis
Insecta,Siphonaptera,Pulicidae,NA,Angola; Botswana; Burkina Faso; Egypt; Equatorial Guinea; Ghana; Ivory Coast; Kenya; Liberia; Madagascar; Morocco; Mozambique; Nigeria; Senegal; South Africa; Sudan; Tanzania; Togo; Turkey; Uganda,"Reviewed, 2011, Submitted by F. Shockley, SI.",185,Ctenocephalides,NA,felis,strongylus,"Jordan, 1925,",Ctenocephalides felis strongylus
Insecta,Siphonaptera,Pulicidae,NA,"Argentina; Australia; Brazil; Chile; China; Colombia; Costa Rica; Cuba; Dominican Republic; Egypt; England; Ethiopia; France; Honduras; Hungary; Iran; Iraq; Italy; Japan; Korea; Madagascar; Mexico; Morocco; Netherlands; New Guinea; New Hebrides; Nicaragua; United States (Alabama, Arizona, Arkansas, California, Colorado, District of Columbia, Florida, Georgia, Hawaii, Illinois, Iowa, Louisiana, Maine, Maryland, Missouri, Montana, Nebraska, New York, North Carolina, Ohio, Oklahoma, Oregon, Pennsylvania, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Washington, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",187,Pulex,NA,irritans,NA,",",Pulex irritans
Insecta,Siphonaptera,Pulicidae,NA,Argentina,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",188,Hectopsylla,NA,gemina,NA,",",Hectopsylla gemina
Insecta,Siphonaptera,Pulicidae,NA,Argentina; Brazil; Chile; England; Peru; United States (California),"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",189,Hectopsylla,NA,psittaci,NA,",",Hectopsylla psittaci
Insecta,Siphonaptera,Malacopsyllidae,NA,Argentina,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",190,Malacopsylla,NA,grossiventris,NA,",",Malacopsylla grossiventris
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Argentina; Brazil; Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",191,Polygenis,NA,pradoi,NA,",",Polygenis pradoi
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Argentina; Columbia,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",192,Tiamastus,NA,cavicola,NA,",",Tiamastus cavicola
Insecta,Siphonaptera,Stephanocircidae,NA,Argentina; Bolivia; Peru; Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",193,Craneopsylla,NA,minerva,minerva,"Rothschild, 1903,",Craneopsylla minerva minerva
Insecta,Siphonaptera,Stephanocircidae,NA,Argentina,"Reviewed, 2011, Submitted by F. Shockley, SI.",194,Craneopsylla,NA,minerva,NA,",",Craneopsylla minerva
Insecta,Siphonaptera,Stephanocircidae,NA,Argentina; Brazil,"Reviewed, 2011, Submitted by F. Shockley, SI.",195,Craneopsylla,NA,minerva,wolffhuegeli,"Rothschild, 1909,",Craneopsylla minerva wolffhuegeli
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Argentina,"Reviewed, 2011, Submitted by F. Shockley, SI.",198,Delostichus,NA,talis,NA,"Jordan, 1936,",Delostichus talis
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Argentina,"Reviewed, 2011, Submitted by F. Shockley, SI.",199,Ectinorus,(Panallius),galeanus,NA,"Jordan, 1939,",Ectinorus galeanus
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Argentina,"Reviewed, 2011, Submitted by F. Shockley, SI.",201,Polygenis,(Neopolygenis),puelche,NA,"Del Ponte, 1967,",Polygenis puelche
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Argentina,"Reviewed, 2011, Submitted by F. Shockley, SI.",202,Polygenis,(Polygenis),acodontis,NA,"Jordan & Rothschild, 1923,",Polygenis acodontis
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Argentina; Brazil; Panama; Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",203,Polygenis,(Polygenis),atopus,NA,"Jordan & Rothschild, 1922,",Polygenis atopus
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Argentina,"Reviewed, 2011, Submitted by F. Shockley, SI.",204,Polygenis,(Polygenis),axius,axius,"Jordan & Rothschild, 1923,",Polygenis axius axius
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Argentina,"Reviewed, 2011, Submitted by F. Shockley, SI.",205,Polygenis,(Polygenis),axius,NA,",",Polygenis axius
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Argentina,"Reviewed, 2011, Submitted by F. Shockley, SI.",206,Polygenis,(Polygenis),byturus,NA,"Jordan & Rothschild, 1923,",Polygenis byturus
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Argentina,"Reviewed, 2011, Submitted by F. Shockley, SI.",207,Polygenis,(Polygenis),platensis,cisandinus,"Jordan, 1939,",Polygenis platensis cisandinus
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Argentina; Uruguay,"Reviewed, 2011, Submitted by F. Shockley, SI.",208,Polygenis,(Polygenis),platensis,platensis,"Jordan & Rothschild, 1908,",Polygenis platensis platensis
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Argentina; Brazil,"Reviewed, 2011, Submitted by F. Shockley, SI.",209,Polygenis,(Polygenis),pygaerus,NA,"Wagner, 1937,",Polygenis pygaerus
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Argentina; Brazil,"Reviewed, 2011, Submitted by F. Shockley, SI.",210,Polygenis,(Polygenis),rimatus,NA,"Jordan, 1932,",Polygenis rimatus
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Argentina,"Reviewed, 2011, Submitted by F. Shockley, SI.",212,Tiamastus,NA,callens,NA,"Jordan & Rothschild, 1923,",Tiamastus callens
Insecta,Siphonaptera,Tungidae,NA,Argentina,"Reviewed, 2011, Submitted by F. Shockley, SI.",213,Hectopsylla,NA,stomis,NA,"Jordan, 1925,",Hectopsylla stomis
Insecta,Siphonaptera,Tungidae,NA,Argentina; Bolivia; Brazil; Colombia; United States (Texas); Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",214,Rhynchopsyllus,NA,pulex,NA,"Haller, 1880,",Rhynchopsyllus pulex
Insecta,Siphonaptera,Tungidae,NA,Argentina; Brazil; Burundi; Guatemala; Liberia; Mexico; Peru; Philippines; Tanzania; Uganda; United States (Puerto Rico); Zaire,"Reviewed, 2011, Submitted by F. Shockley, SI.",215,Tunga,(Tunga),penetrans,NA,"Linnaeus, 1758,",Tunga penetrans
Insecta,Siphonaptera,Leptopsyllidae,NA,"Australia; Austria; China; Colombia; Costa Rica; Egypt (Rica); Eritrea; Germany; Hungary; Italy; Japan; Kenya; Libya; Madagascar; Mexico; Morocco; Nepal; Norway; Peru; South Africa; Sweden (Africa); Taiwan; Turkey; United States (Alabama, Arizona, California, Florida, Georgia, Hawaii, Louisiana, New York, Oregon, South Carolina, Texas); Venezuela","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",216,Leptopsylla,NA,segnis,NA,",",Leptopsylla segnis
Insecta,Siphonaptera,Ceratophyllidae,NA,Australia,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",217,Nosopsyllus,(Nosopsyllus),londiniensis,NA,",",Nosopsyllus londiniensis
Insecta,Siphonaptera,Pulicidae,NA,"Australia; Bahamas; Botswana; Congo; Egypt; El Salvador; Iran; Ivory Coast; Japan; Kenya; Madagascar; Mauritania; Mexico; Morocco; Mozambique; Namibia; Panama; Peru; Russia; Senegal; South Africa; Sudan; Tanzania; Thailand; Turkey; Uganda; United States (Alabama, Arizona, Arkansas, California, Colorado, Florida, Georgia, Hawaii, Kansas, Mississippi, New Mexico, North Carolina, Oklahoma, Oregon, Puerto Rico, South Carolina, Texas, Utah, Virginia, Washington)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",218,Echidnophaga,NA,gallinacea,NA,",",Echidnophaga gallinacea
Insecta,Siphonaptera,Macropsyllidae,NA,Australia,"Reviewed, 2011, Submitted by F. Shockley, SI.",219,Macropsylla,NA,hercules,NA,"Rothschild, 1905,",Macropsylla hercules
Insecta,Siphonaptera,Stephanocircidae,NA,Australia,"Reviewed, 2011, Submitted by F. Shockley, SI.",220,Stephanocircus,NA,concinnis,NA,"Rothschild, 1916,",Stephanocircus concinnis
Insecta,Siphonaptera,Stephanocircidae,NA,Australia,"Reviewed, 2011, Submitted by F. Shockley, SI.",221,Stephanocircus,NA,dasyuri,NA,"Skuse, 1893,",Stephanocircus dasyuri
Insecta,Siphonaptera,Stephanocircidae,NA,Australia,"Reviewed, 2011, Submitted by F. Shockley, SI.",222,Stephanocircus,NA,domrowi,NA,"Traub & Dunnet, 1973,",Stephanocircus domrowi
Insecta,Siphonaptera,Stephanocircidae,NA,Australia,"Reviewed, 2011, Submitted by F. Shockley, SI.",223,Stephanocircus,NA,harrisoni,NA,"Traub & Dunnet, 1973,",Stephanocircus harrisoni
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Australia,"Reviewed, 2011, Submitted by F. Shockley, SI.",224,Parapsyllus,NA,australiacus,NA,"Rothschild, 1909,",Parapsyllus australiacus
Insecta,Siphonaptera,Pulicidae,NA,"Australia; Barbados; Belize; Botswana; Brazil; Burma; Chile; China; Cuba; Ecuador; Egypt; Federated States of Microesia (Caroline Islands); France; Guatemala; Indonesia; Iraq; Kenya; Laos; Madagascar; Malaysia; Mexico; Morocco; Mozambique; Namibia; Nepal; Nicaragua; Papua New Guinea; United States (Arkansas, California, Florida, Georgia, Guam, Hawaii, Iowa, Kentucky, Maine, Maryland, Massachusetts, New Jersey, North Carolina, Ohio, Oklahoma, Oregon, South Carolina, Tennessee, Texas, Virginia)","Reviewed, 2011, Submitted by F. Shockley, SI.",225,Ctenocephalides,NA,felis,felis,"Bouche, 1835,",Ctenocephalides felis felis
Insecta,Siphonaptera,Pulicidae,NA,Australia,"Reviewed, 2011, Submitted by F. Shockley, SI.",226,Echidnophaga,NA,myrmecobii,NA,"Rothschild, 1909,",Echidnophaga myrmecobii
Insecta,Siphonaptera,Pulicidae,NA,"[Not Stated] (Malay); Australia; Benin; Brazil; Burkina Faso; Burma; China; Colombia; Costa Rica; Cuba; Egypt; Eritrea; Ethiopia; Ghana; India; Indonesia; Iran; Iraq; Israel; Ivory Coast; Jamaica; Japan; Kenya; Korea; Liberia; Libya; Madagascar; United Kingdom (Saint Helena, Ascension and Tristan da Cunha, Ascension Island); United States (Alabama, Arizona, Arkansas, California, District of Columbia, Florida, Georgia, Guam, Hawaii, Illinois, Iowa, Kansas, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, Missouri, Nebraska, New Hampshire, New Mexico, New York, North Carolina, Ohio, Oregon, Rhode Island, South Carolina, Texas, Vermont, Virginia, Washington, West Virginia, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",227,Xenopsylla,NA,cheopis,cheopis,"Rothschild, 1903,",Xenopsylla cheopis cheopis
Insecta,Siphonaptera,Pulicidae,NA,Australia; Indonesia; New Guinea; United States (Hawaii),"Reviewed, 2011, Submitted by F. Shockley, SI.",228,Xenopsylla,NA,vexabilis,NA,"Jordan, 1925,",Xenopsylla vexabilis
Insecta,Siphonaptera,Lycopsyllidae,NA,Australia; England,"Reviewed, 2011, Submitted by F. Shockley, SI.",229,Bradiopsylla,NA,echidnae,NA,"Denny, 1843,",Bradiopsylla echidnae
Insecta,Siphonaptera,Lycopsyllidae,NA,Australia,"Reviewed, 2011, Submitted by F. Shockley, SI.",230,Choristopsylla,NA,ochi,NA,"Rothschild, 1904,",Choristopsylla ochi
Insecta,Siphonaptera,Lycopsyllidae,NA,Australia,"Reviewed, 2011, Submitted by F. Shockley, SI.",231,Lycopsylla,NA,nova,NA,"Rothschild, 1904,",Lycopsylla nova
Insecta,Siphonaptera,Pygiopsyllidae,NA,Australia,"Reviewed, 2011, Submitted by F. Shockley, SI.",232,Acanthopsylla,NA,pavida,NA,"Rothschild, 1916,",Acanthopsylla pavida
Insecta,Siphonaptera,Pygiopsyllidae,NA,Australia,"Reviewed, 2011, Submitted by F. Shockley, SI.",233,Acanthopsylla,NA,rothschildi,NA,",",Acanthopsylla rothschildi
Insecta,Siphonaptera,Pygiopsyllidae,NA,Australia; New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",234,Bibikovana,NA,iridis,NA,"Holland, 1971,",Bibikovana iridis
Insecta,Siphonaptera,Pygiopsyllidae,NA,Australia,"Reviewed, 2011, Submitted by F. Shockley, SI.",235,Bibikovana,NA,rainbowi,NA,",",Bibikovana rainbowi
Insecta,Siphonaptera,Pygiopsyllidae,NA,Australia,"Reviewed, 2011, Submitted by F. Shockley, SI.",236,Bibikovana,NA,sinuata,NA,"Holland, 1971,",Bibikovana sinuata
Insecta,Siphonaptera,Pygiopsyllidae,NA,Australia; Tasmania,"Reviewed, 2011, Submitted by F. Shockley, SI.",237,Pygiopsylla,NA,hoplia,NA,"Jordan & Rothschild, 1922,",Pygiopsylla hoplia
Insecta,Siphonaptera,Pygiopsyllidae,NA,Australia,"Reviewed, 2011, Submitted by F. Shockley, SI.",238,Pygiopsylla,NA,phiola,NA,"Smit, 1979,",Pygiopsylla phiola
Insecta,Siphonaptera,Stivaliidae,NA,Australia,"Reviewed, 2011, Submitted by F. Shockley, SI.",240,Metastivalius,NA,rectus,NA,"Jordan & Rothschild, 1911,",Metastivalius rectus
Insecta,Siphonaptera,Ceratophyllidae,NA,"Austria; Belgium; Canada (Nova Scotia, Ontario); England; Finland; France; Germany; Japan; Netherlands; NewZealand; Scotland; United States (Deleware, Maine, Manitoba, Massachusetts, Michigan, New Hampshire, New Jersey, New York, Vermont, Wisconsin)","Reviewed, 2011, Submitted by F. Shockley, SI.",241,Ceratophyllus,(Ceratophyllus),gallinae,NA,"Schrank, 1803,",Ceratophyllus gallinae
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Austria,"Reviewed, 2011, Submitted by F. Shockley, SI.",242,Palaeopsylla,NA,kohauti,NA,"Dampf, 1911,",Palaeopsylla kohauti
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Austria; Taiwan,"Reviewed, 2011, Submitted by F. Shockley, SI.",243,Palaeopsylla,NA,remota,NA,"Jordan, 1929,",Palaeopsylla remota
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Austria; Denmark (Iceland); England; Germany; Netherlands; Sweden,"Reviewed, 2011, Submitted by F. Shockley, SI.",244,Ctenophthalmus,(Ctenophthalmus),agyrtes,agyrtes,"Heller, 1896,",Ctenophthalmus agyrtes agyrtes
